
--- stderr ---
import time: self [us] | cumulative | imported package
import time:        75 |         75 |             numpy._utils._convertions
import time:        94 |        169 |           numpy._utils
import time:       142 |        310 |         numpy._globals
import time:        79 |         79 |           numpy._distributor_init_local
import time:        85 |        163 |         numpy._distributor_init
import time:       228 |        228 |                   numpy.exceptions
import time:       148 |        148 |                   numpy._core._exceptions
import time:       560 |        560 |                       _contextvars
import time:        79 |        639 |                     contextvars
import time:        99 |        737 |                   numpy._core.printoptions
import time:        55 |         55 |                   numpy.dtypes
import time:      2929 |       4095 |                 numpy._core._multiarray_umath
import time:        70 |         70 |                   numpy._utils._inspect
import time:       199 |        269 |                 numpy._core.overrides
import time:       903 |       5267 |               numpy._core.multiarray
import time:        94 |         94 |               numpy._core.umath
import time:       217 |        217 |                 numbers
import time:        82 |         82 |                 numpy._core._dtype
import time:        58 |         58 |                 numpy._core._string_helpers
import time:       122 |        122 |                 numpy._core._type_aliases
import time:       495 |        972 |               numpy._core.numerictypes
import time:       128 |        128 |                           _compat_pickle
import time:       746 |        746 |                           _pickle
import time:       633 |       1507 |                         pickle
import time:       261 |       1768 |                       numpy._core._methods
import time:       334 |       2101 |                     numpy._core.fromnumeric
import time:       121 |       2221 |                   numpy._core.shape_base
import time:       136 |        136 |                   numpy._core._ufunc_config
import time:        71 |         71 |                   numpy._core._asarray
import time:      1018 |       1018 |                   numpy._core.arrayprint
import time:       787 |       4231 |                 numpy._core.numeric
import time:       174 |       4405 |               numpy._core.einsumfunc
import time:       186 |        186 |               numpy._core.function_base
import time:       240 |        240 |               numpy._core.getlimits
import time:       129 |        129 |               numpy._core.memmap
import time:       159 |        159 |               numpy._core.records
import time:      2681 |       2681 |               numpy._core._add_newdocs
import time:       353 |        353 |               numpy._core._add_newdocs_scalars
import time:        70 |         70 |               numpy._core._dtype_ctypes
import time:       760 |        760 |                   _ctypes
import time:       240 |        240 |                   ctypes._endian
import time:       491 |       1490 |                 ctypes
import time:       479 |       1968 |               numpy._core._internal
import time:       104 |        104 |               numpy._pytesttester
import time:      1024 |      17644 |             numpy._core
import time:        13 |      17656 |           numpy._core._multiarray_umath
import time:       226 |      17882 |         numpy.__config__
import time:        97 |         97 |                           numpy._typing._nbit_base
import time:       165 |        165 |                           numpy._typing._nested_sequence
import time:        58 |         58 |                           numpy._typing._shape
import time:       825 |       1144 |                         numpy._typing._array_like
import time:      1023 |       1023 |                         numpy._typing._char_codes
import time:       776 |        776 |                         numpy._typing._dtype_like
import time:        62 |         62 |                         numpy._typing._nbit
import time:        60 |         60 |                         numpy._typing._scalars
import time:        51 |         51 |                         numpy._typing._ufunc
import time:       352 |       3465 |                       numpy._typing
import time:       103 |        103 |                         numpy.lib._stride_tricks_impl
import time:       221 |        323 |                       numpy.lib._twodim_base_impl
import time:        56 |         56 |                         numpy.lib._array_utils_impl
import time:        96 |        152 |                       numpy.lib.array_utils
import time:      1028 |       1028 |                       numpy.linalg._umath_linalg
import time:       923 |       5889 |                     numpy.linalg._linalg
import time:       370 |       6259 |                   numpy.linalg
import time:       151 |       6409 |                 numpy.matrixlib.defmatrix
import time:       212 |       6621 |               numpy.matrixlib
import time:       191 |        191 |                 numpy.lib._histograms_impl
import time:       740 |        930 |               numpy.lib._function_base_impl
import time:       591 |       8141 |             numpy.lib._index_tricks_impl
import time:       276 |       8417 |           numpy.lib._arraypad_impl
import time:       355 |        355 |           numpy.lib._arraysetops_impl
import time:        86 |         86 |           numpy.lib._arrayterator_impl
import time:       207 |        207 |           numpy.lib._nanfunctions_impl
import time:       105 |        105 |                 numpy.lib._utils_impl
import time:       190 |        294 |               numpy.lib._format_impl
import time:       157 |        451 |             numpy.lib.format
import time:       147 |        147 |             numpy.lib._datasource
import time:       162 |        162 |             numpy.lib._iotools
import time:       427 |       1185 |           numpy.lib._npyio_impl
import time:        82 |         82 |               numpy.lib._ufunclike_impl
import time:       153 |        235 |             numpy.lib._type_check_impl
import time:       271 |        506 |           numpy.lib._polynomial_impl
import time:       192 |        192 |           numpy.lib._shape_base_impl
import time:        64 |         64 |           numpy.lib._version
import time:        52 |         52 |           numpy.lib.introspect
import time:        87 |         87 |           numpy.lib.mixins
import time:       261 |        261 |           numpy.lib.npyio
import time:        99 |         99 |             numpy.lib._scimath_impl
import time:       113 |        212 |           numpy.lib.scimath
import time:        47 |         47 |           numpy.lib.stride_tricks
import time:       262 |      11927 |         numpy.lib
import time:        66 |         66 |         numpy._array_api_info
import time:      1612 |      32133 |       numpy
import time:       923 |        923 |             typing_extensions
import time:        55 |         55 |             pyvista._version
import time:        53 |         53 |             pyvista._warn_external
import time:       504 |       1533 |           pyvista._deprecate_positional_args
import time:       264 |       1796 |         pyvista._plot
import time:       368 |        368 |               pyvista._vtk
import time:       211 |        211 |                   numpy._typing._add_docstring
import time:       158 |        369 |                 numpy.typing
import time:       330 |        699 |               pyvista.core._typing_core._array_like
import time:      8301 |       8301 |               vtkmodules.vtkCommonCore
import time:        64 |         64 |               vtkmodules.numpy_interface
import time:       180 |        180 |                   vtkmodules.util.vtkConstants
import time:       225 |        404 |                 vtkmodules.util.numpy_support
import time:      1766 |       2170 |               vtkmodules.numpy_interface.dataset_adapter
import time:      1547 |       1547 |                   vtkmodules.vtkCommonSystem
import time:      5855 |       7402 |                 vtkmodules.vtkParallelCore
import time:       288 |       7690 |               vtkmodules.util.pickle_support
import time:     28489 |      47777 |             pyvista.core._typing_core._aliases
import time:       188 |        188 |             pyvista.core._typing_core._dataset_types
import time:       284 |      48249 |           pyvista.core._typing_core
import time:       117 |        117 |               pyvista.core.config
import time:       321 |        438 |             pyvista.core._vtk_utilities
import time:      1931 |       1931 |             pyvista.core.celltype
import time:       167 |        167 |                 pyvista.typing
import time:       274 |        441 |               pyvista.typing.mypy_plugin
import time:       115 |        115 |                 copy
import time:       318 |        318 |                       pyvista.core.utilities.accessor_registry
import time:       953 |        953 |                               _json
import time:       189 |       1142 |                             json.scanner
import time:       276 |       1417 |                           json.decoder
import time:       368 |        368 |                           json.encoder
import time:      1397 |       3180 |                         json
import time:       216 |        216 |                         pyvista.core.errors
import time:       423 |       3818 |                       pyvista.core.utilities.arrays
import time:       143 |        143 |                       pyvista.core.utilities.cells
import time:        64 |         64 |                               pyvista.core._validation._cast_array
import time:       327 |        391 |                             pyvista.core._validation.check
import time:       195 |        195 |                             pyvista.core._validation.validate
import time:       347 |        932 |                           pyvista.core._validation
import time:       549 |        549 |                             pyvista.core.utilities.misc
import time:       218 |        767 |                           pyvista.core.utilities.transformations
import time:       255 |        255 |                               signal
import time:       353 |        607 |                             pyvista.core.utilities.observers
import time:       607 |       1214 |                           pyvista.core.utilities.fileio
import time:       516 |       3427 |                         pyvista.core.utilities.helpers
import time:       277 |       3704 |                       pyvista.core.utilities.features
import time:      9724 |       9724 |                         pyvista.core.utilities.geometric_sources
import time:       795 |      10518 |                       pyvista.core.utilities.geometric_objects
import time:      3017 |       3017 |                       pyvista.core.utilities.image_sources
import time:       141 |        141 |                             shlex
import time:      2283 |       2283 |                                 _hashlib
import time:      1064 |       1064 |                                 _blake2
import time:       132 |       3478 |                               hashlib
import time:        37 |         37 |                               xxhash
import time:       147 |       3661 |                             pooch.hashes
import time:       151 |        151 |                                 platformdirs.api
import time:        49 |         49 |                                 platformdirs.version
import time:        92 |         92 |                                   platformdirs._xdg
import time:       156 |        248 |                                 platformdirs.macos
import time:       342 |        788 |                               platformdirs
import time:       173 |        173 |                               pooch.typing
import time:       268 |       1228 |                             pooch.utils
import time:      1755 |       1755 |                                   _ssl
import time:       945 |       2700 |                                 ssl
import time:       351 |       3050 |                               ftplib
import time:        60 |         60 |                               pooch._version
import time:        33 |         33 |                                 tqdm
import time:        11 |         44 |                               tqdm.auto
import time:        28 |         28 |                               paramiko
import time:       319 |       3500 |                             pooch.downloaders
import time:       503 |       9031 |                           pooch.core
import time:       341 |        341 |                             gzip
import time:        25 |         25 |                               pwd
import time:      1448 |       1448 |                               grp
import time:       763 |       2235 |                             tarfile
import time:       654 |       3229 |                           pooch.processors
import time:       327 |      12586 |                         pooch
import time:        76 |         76 |                         pyvista.core.utilities._registry_helpers
import time:       290 |        290 |                           dataclasses
import time:        80 |         80 |                             xml
import time:        99 |        179 |                           xml.etree
import time:       200 |        200 |                             xml.etree.ElementPath
import time:      1205 |       1205 |                               pyexpat
import time:      1242 |       2447 |                             _elementtree
import time:       404 |       3049 |                           xml.etree.ElementTree
import time:       867 |        867 |                           pyvista.core.utilities._frd
import time:      2243 |       6627 |                         pyvista.core.utilities.reader
import time:      1005 |      20292 |                       pyvista.core.utilities.reader_registry
import time:       302 |        302 |                       pyvista.core.utilities.writer_registry
import time:        17 |         17 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        13 |         13 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        11 |         11 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        16 |         16 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        34 |         34 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        17 |         17 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        12 |         12 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        11 |         11 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        15 |         15 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        25 |         25 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
