
--- stderr ---
import time: self [us] | cumulative | imported package
import time:       273 |        273 |             _struct
import time:        67 |        340 |           struct
import time:        87 |         87 |             _weakrefset
import time:       268 |        354 |           threading
import time:       256 |        256 |             contextlib
import time:        90 |         90 |             zipfile._path.glob
import time:       159 |        504 |           zipfile._path
import time:       322 |       3416 |         zipfile
import time:       105 |        105 |         base64
import time:       330 |        330 |         textwrap
import time:        76 |         76 |           collections.abc
import time:        89 |         89 |               token
import time:        13 |         13 |               _tokenize
import time:       345 |        445 |             tokenize
import time:        70 |        514 |           linecache
import time:       234 |        822 |         traceback
import time:       290 |        290 |               _bisect
import time:        63 |        352 |             bisect
import time:       258 |        258 |             _random
import time:       277 |        277 |             _sha2
import time:       224 |       1110 |           random
import time:       172 |        172 |           weakref
import time:       192 |       1474 |         tempfile
import time:        12 |         12 |           _typing
import time:       927 |        938 |         typing
import time:        27 |         27 |           importlib.machinery
import time:       121 |        121 |           encodings.cp437
import time:        54 |         54 |           shibokensupport
import time:        50 |         50 |           shibokensupport.signature
import time:        27 |         27 |                   _ast
import time:       525 |        552 |                 ast
import time:       321 |        321 |                     _opcode
import time:       203 |        524 |                   opcode
import time:       389 |        912 |                 dis
import time:       822 |       2285 |               inspect
import time:       394 |       2678 |             shibokensupport.feature
import time:      2015 |       2015 |             shibokensupport.signature.mapping
import time:       446 |        446 |             shibokensupport.signature.errorhandler
import time:        33 |         33 |                   shibokensupport.signature.lib
import time:       242 |        275 |                 shibokensupport.signature.lib.tool
import time:      3334 |       3608 |               shibokensupport.signature.parser
import time:      1069 |       4677 |             shibokensupport.signature.layout
import time:       199 |        199 |               PySide6.support
import time:        87 |         87 |               PySide6.support.deprecated
import time:       126 |        411 |             shibokensupport.signature.importhandler
import time:      1081 |       1081 |             shibokensupport.signature.lib.enum_sig
import time:       277 |        277 |                 gettext
import time:       473 |        749 |               argparse
import time:        14 |         14 |                   _string
import time:       230 |        243 |                 string
import time:        61 |         61 |                 atexit
import time:       622 |        924 |               logging
import time:      4552 |       6225 |             shibokensupport.signature.lib.pyi_generator
import time:       376 |      17906 |           shibokensupport.signature.loader
import time:      2427 |      20582 |         shiboken6.Shiboken
import time:        94 |      27758 |       shiboken6
import time:       224 |      30227 |     PySide6
import time:     11098 |      41325 |   PySide6.QtCore
import time:      4005 |       4005 |   PySide6.QtGui
import time:      3665 |       3665 |   PySide6.QtWidgets
import time:       496 |        496 |         _csv
import time:       262 |        758 |       csv
import time:        86 |         86 |       email
import time:        89 |         89 |           quopri
import time:       609 |        609 |               _socket
import time:       477 |        477 |                 select
import time:       333 |        809 |               selectors
import time:       485 |        485 |               array
import time:       560 |       2461 |             socket
import time:       485 |        485 |               _datetime
import time:        82 |        567 |             datetime
import time:        29 |         29 |                   _locale
import time:       565 |        593 |                 locale
import time:       796 |       1389 |               calendar
import time:       190 |       1578 |             email._parseaddr
import time:       132 |        132 |               email.base64mime
import time:       150 |        150 |               email.quoprimime
import time:       240 |        240 |               email.errors
import time:        57 |         57 |               email.encoders
import time:       297 |        874 |             email.charset
import time:      1067 |       6546 |           email.utils
import time:       396 |        396 |             email.header
import time:       316 |        711 |           email._policybase
import time:       109 |        109 |           email._encoded_words
import time:        59 |         59 |           email.iterators
import time:       999 |       8511 |         email.message
import time:        53 |         53 |           importlib.metadata._functools
import time:       221 |        273 |         importlib.metadata._text
import time:       332 |       9116 |       importlib.metadata._adapters
import time:       464 |        464 |       importlib.metadata._meta
import time:       116 |        116 |       importlib.metadata._collections
import time:        52 |         52 |       importlib.metadata._itertools
import time:       159 |        159 |             importlib.resources.abc
import time:       176 |        176 |             importlib.resources._adapters
import time:       762 |       1096 |           importlib.resources._common
import time:        78 |         78 |           importlib.resources._legacy
import time:       187 |       1360 |         importlib.resources
import time:       997 |       2356 |       importlib.abc
import time:      2811 |      15755 |     importlib.metadata
import time:       196 |        196 |       email.feedparser
import time:       173 |        368 |     email.parser
import time:        31 |         31 |         _wmi
import time:       223 |        253 |       platform
import time:        71 |         71 |         packaging
import time:       793 |        864 |       packaging.version
import time:      2773 |       2773 |         PySide6.QtDataVisualization
import time:       223 |       2996 |       qtpy.QtDataVisualization
import time:       478 |       4591 |     qtpy
import time:        80 |         80 |       qtpy._utils
import time:      7258 |       7337 |     qtpy.QtCore
import time:       123 |        123 |         numpy.version
import time:        75 |         75 |         numpy._expired_attrs_2_0
import time:       113 |        113 |             numpy._utils._convertions
import time:       169 |        282 |           numpy._utils
import time:       253 |        534 |         numpy._globals
import time:        90 |         90 |           numpy._distributor_init_local
import time:       107 |        196 |         numpy._distributor_init
import time:       165 |        165 |                   numpy.exceptions
import time:       146 |        146 |                   numpy._core._exceptions
import time:       916 |        916 |                       _contextvars
import time:       107 |       1022 |                     contextvars
import time:       148 |       1169 |                   numpy._core.printoptions
import time:       118 |        118 |                   numpy.dtypes
import time:      3748 |       5344 |                 numpy._core._multiarray_umath
import time:       103 |        103 |                   numpy._utils._inspect
import time:       305 |        407 |                 numpy._core.overrides
import time:       880 |       6631 |               numpy._core.multiarray
import time:       118 |        118 |               numpy._core.umath
import time:       232 |        232 |                 numbers
import time:        98 |         98 |                 numpy._core._dtype
import time:        70 |         70 |                 numpy._core._string_helpers
import time:       148 |        148 |                 numpy._core._type_aliases
import time:       560 |       1105 |               numpy._core.numerictypes
import time:       119 |        119 |                           _compat_pickle
import time:       790 |        790 |                           _pickle
import time:       815 |       1723 |                         pickle
import time:       273 |       1996 |                       numpy._core._methods
import time:       324 |       2320 |                     numpy._core.fromnumeric
import time:       138 |       2457 |                   numpy._core.shape_base
import time:       170 |        170 |                   numpy._core._ufunc_config
import time:        70 |         70 |                   numpy._core._asarray
import time:       769 |        769 |                   numpy._core.arrayprint
import time:       719 |       4184 |                 numpy._core.numeric
import time:       180 |       4363 |               numpy._core.einsumfunc
import time:       107 |        107 |               numpy._core.function_base
import time:       163 |        163 |               numpy._core.getlimits
import time:        93 |         93 |               numpy._core.memmap
import time:       152 |        152 |               numpy._core.records
import time:      2493 |       2493 |               numpy._core._add_newdocs
import time:       333 |        333 |               numpy._core._add_newdocs_scalars
import time:        68 |         68 |               numpy._core._dtype_ctypes
import time:       888 |        888 |                   _ctypes
import time:       219 |        219 |                   ctypes._endian
import time:       445 |       1551 |                 ctypes
import time:       452 |       2003 |               numpy._core._internal
import time:       102 |        102 |               numpy._pytesttester
import time:       898 |      18623 |             numpy._core
import time:        13 |      18635 |           numpy._core._multiarray_umath
import time:       207 |      18842 |         numpy.__config__
import time:        95 |         95 |                           numpy._typing._nbit_base
import time:       158 |        158 |                           numpy._typing._nested_sequence
import time:        57 |         57 |                           numpy._typing._shape
import time:       796 |       1104 |                         numpy._typing._array_like
import time:       924 |        924 |                         numpy._typing._char_codes
import time:       750 |        750 |                         numpy._typing._dtype_like
import time:        62 |         62 |                         numpy._typing._nbit
import time:        55 |         55 |                         numpy._typing._scalars
import time:        52 |         52 |                         numpy._typing._ufunc
import time:       352 |       3296 |                       numpy._typing
import time:        96 |         96 |                         numpy.lib._stride_tricks_impl
import time:       197 |        293 |                       numpy.lib._twodim_base_impl
import time:        53 |         53 |                         numpy.lib._array_utils_impl
import time:        84 |        136 |                       numpy.lib.array_utils
import time:      1058 |       1058 |                       numpy.linalg._umath_linalg
import time:       840 |       5621 |                     numpy.linalg._linalg
import time:       329 |       5949 |                   numpy.linalg
import time:       139 |       6087 |                 numpy.matrixlib.defmatrix
import time:       187 |       6274 |               numpy.matrixlib
import time:       119 |        119 |                 numpy.lib._histograms_impl
import time:       543 |        662 |               numpy.lib._function_base_impl
import time:       557 |       7492 |             numpy.lib._index_tricks_impl
import time:       258 |       7749 |           numpy.lib._arraypad_impl
import time:       307 |        307 |           numpy.lib._arraysetops_impl
import time:        75 |         75 |           numpy.lib._arrayterator_impl
import time:       204 |        204 |           numpy.lib._nanfunctions_impl
import time:       115 |        115 |                 numpy.lib._utils_impl
import time:       198 |        313 |               numpy.lib._format_impl
import time:       149 |        462 |             numpy.lib.format
import time:       149 |        149 |             numpy.lib._datasource
import time:       144 |        144 |             numpy.lib._iotools
import time:       419 |       1173 |           numpy.lib._npyio_impl
import time:        88 |         88 |               numpy.lib._ufunclike_impl
import time:       165 |        252 |             numpy.lib._type_check_impl
import time:       298 |        550 |           numpy.lib._polynomial_impl
import time:       218 |        218 |           numpy.lib._shape_base_impl
import time:        71 |         71 |           numpy.lib._version
import time:        54 |         54 |           numpy.lib.introspect
import time:        84 |         84 |           numpy.lib.mixins
import time:       287 |        287 |           numpy.lib.npyio
import time:       123 |        123 |             numpy.lib._scimath_impl
import time:       126 |        248 |           numpy.lib.scimath
import time:        52 |         52 |           numpy.lib.stride_tricks
import time:       244 |      11310 |         numpy.lib
import time:        79 |         79 |         numpy._array_api_info
import time:      1821 |      32977 |       numpy
import time:       916 |        916 |             typing_extensions
import time:        55 |         55 |             pyvista._version
import time:        60 |         60 |             pyvista._warn_external
import time:       518 |       1548 |           pyvista._deprecate_positional_args
import time:       285 |       1832 |         pyvista._plot
import time:       374 |        374 |               pyvista._vtk
import time:       180 |        180 |                   numpy._typing._add_docstring
import time:       114 |        293 |                 numpy.typing
import time:       256 |        549 |               pyvista.core._typing_core._array_like
import time:      8220 |       8220 |               vtkmodules.vtkCommonCore
import time:        59 |         59 |               vtkmodules.numpy_interface
import time:        71 |         71 |                   vtkmodules.util.vtkConstants
import time:       138 |        209 |                 vtkmodules.util.numpy_support
import time:      1465 |       1674 |               vtkmodules.numpy_interface.dataset_adapter
import time:      1513 |       1513 |                   vtkmodules.vtkCommonSystem
import time:      5939 |       7451 |                 vtkmodules.vtkParallelCore
import time:       129 |       7580 |               vtkmodules.util.pickle_support
import time:     27538 |      45991 |             pyvista.core._typing_core._aliases
import time:       123 |        123 |             pyvista.core._typing_core._dataset_types
import time:       222 |      46335 |           pyvista.core._typing_core
import time:       113 |        113 |               pyvista.core.config
import time:       274 |        387 |             pyvista.core._vtk_utilities
import time:      1795 |       1795 |             pyvista.core.celltype
import time:        56 |         56 |                 pyvista.typing
import time:       153 |        208 |               pyvista.typing.mypy_plugin
import time:       110 |        110 |                 copy
import time:       312 |        312 |                       pyvista.core.utilities.accessor_registry
import time:       979 |        979 |                               _json
import time:       195 |       1174 |                             json.scanner
import time:       276 |       1449 |                           json.decoder
import time:       174 |        174 |                           json.encoder
import time:       658 |       2280 |                         json
import time:       166 |        166 |                         pyvista.core.errors
import time:       356 |       2802 |                       pyvista.core.utilities.arrays
import time:       100 |        100 |                       pyvista.core.utilities.cells
import time:        63 |         63 |                               pyvista.core._validation._cast_array
import time:       292 |        354 |                             pyvista.core._validation.check
import time:       175 |        175 |                             pyvista.core._validation.validate
import time:       334 |        862 |                           pyvista.core._validation
import time:       498 |        498 |                             pyvista.core.utilities.misc
import time:       209 |        706 |                           pyvista.core.utilities.transformations
import time:       234 |        234 |                               signal
import time:       327 |        561 |                             pyvista.core.utilities.observers
import time:       545 |       1105 |                           pyvista.core.utilities.fileio
import time:       490 |       3162 |                         pyvista.core.utilities.helpers
import time:       232 |       3393 |                       pyvista.core.utilities.features
import time:      8472 |       8472 |                         pyvista.core.utilities.geometric_sources
import time:       718 |       9190 |                       pyvista.core.utilities.geometric_objects
import time:      2867 |       2867 |                       pyvista.core.utilities.image_sources
import time:       136 |        136 |                             shlex
import time:      2321 |       2321 |                                 _hashlib
import time:      1146 |       1146 |                                 _blake2
import time:       148 |       3614 |                               hashlib
import time:        31 |         31 |                               xxhash
import time:       138 |       3782 |                             pooch.hashes
import time:       157 |        157 |                                 platformdirs.api
import time:        48 |         48 |                                 platformdirs.version
import time:        95 |         95 |                                   platformdirs._xdg
import time:       156 |        250 |                                 platformdirs.macos
import time:       349 |        803 |                               platformdirs
import time:       165 |        165 |                               pooch.typing
import time:       271 |       1238 |                             pooch.utils
import time:      1995 |       1995 |                                   _ssl
import time:       964 |       2958 |                                 ssl
import time:       354 |       3312 |                               ftplib
import time:        63 |         63 |                               pooch._version
import time:        32 |         32 |                                 tqdm
import time:         9 |         40 |                               tqdm.auto
import time:        31 |         31 |                               paramiko
import time:       336 |       3779 |                             pooch.downloaders
import time:       524 |       9457 |                           pooch.core
import time:       234 |        234 |                             gzip
import time:        21 |         21 |                               pwd
import time:      1170 |       1170 |                               grp
import time:       608 |       1799 |                             tarfile
import time:       544 |       2576 |                           pooch.processors
import time:       323 |      12355 |                         pooch
import time:        71 |         71 |                         pyvista.core.utilities._registry_helpers
import time:       281 |        281 |                           dataclasses
import time:        74 |         74 |                             xml
import time:        89 |        162 |                           xml.etree
import time:       205 |        205 |                             xml.etree.ElementPath
import time:      1275 |       1275 |                               pyexpat
import time:      1337 |       2611 |                             _elementtree
import time:       414 |       3228 |                           xml.etree.ElementTree
import time:       895 |        895 |                           pyvista.core.utilities._frd
import time:      2232 |       6797 |                         pyvista.core.utilities.reader
import time:       814 |      20036 |                       pyvista.core.utilities.reader_registry
import time:       220 |        220 |                       pyvista.core.utilities.writer_registry
import time:        17 |         17 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        13 |         13 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        11 |         11 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        11 |         11 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        11 |         11 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
