
--- stderr ---
import time: self [us] | cumulative | imported package
import time:      1079 |       1079 |                                 _blake2
import time:       136 |       3398 |                               hashlib
import time:        32 |         32 |                               xxhash
import time:       137 |       3565 |                             pooch.hashes
import time:       167 |        167 |                                 platformdirs.api
import time:        54 |         54 |                                 platformdirs.version
import time:       108 |        108 |                                   platformdirs._xdg
import time:       186 |        293 |                                 platformdirs.macos
import time:       346 |        859 |                               platformdirs
import time:       201 |        201 |                               pooch.typing
import time:       301 |       1359 |                             pooch.utils
import time:      1756 |       1756 |                                   _ssl
import time:       855 |       2611 |                                 ssl
import time:       350 |       2960 |                               ftplib
import time:        60 |         60 |                               pooch._version
import time:        32 |         32 |                                 tqdm
import time:         8 |         39 |                               tqdm.auto
import time:        34 |         34 |                               paramiko
import time:       330 |       3422 |                             pooch.downloaders
import time:       497 |       8979 |                           pooch.core
import time:       230 |        230 |                             gzip
import time:        20 |         20 |                               pwd
import time:      1133 |       1133 |                               grp
import time:       595 |       1748 |                             tarfile
import time:       539 |       2516 |                           pooch.processors
import time:       301 |      11794 |                         pooch
import time:        64 |         64 |                         pyvista.core.utilities._registry_helpers
import time:       253 |        253 |                           dataclasses
import time:        88 |         88 |                             xml
import time:        94 |        182 |                           xml.etree
import time:       228 |        228 |                             xml.etree.ElementPath
import time:      1193 |       1193 |                               pyexpat
import time:      1271 |       2464 |                             _elementtree
import time:       436 |       3128 |                           xml.etree.ElementTree
import time:       839 |        839 |                           pyvista.core.utilities._frd
import time:      2079 |       6478 |                         pyvista.core.utilities.reader
import time:       776 |      19111 |                       pyvista.core.utilities.reader_registry
import time:       210 |        210 |                       pyvista.core.utilities.writer_registry
import time:        15 |         15 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        12 |         12 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
