
--- stderr ---
import time: self [us] | cumulative | imported package
import time:       274 |        274 |             _sha2
import time:       201 |       1043 |           random
import time:       179 |        179 |           weakref
import time:       179 |       1400 |         tempfile
import time:        11 |         11 |           _typing
import time:       893 |        904 |         typing
import time:        28 |         28 |           importlib.machinery
import time:       126 |        126 |           encodings.cp437
import time:        51 |         51 |           shibokensupport
import time:        46 |         46 |           shibokensupport.signature
import time:        25 |         25 |                   _ast
import time:       546 |        570 |                 ast
import time:       345 |        345 |                     _opcode
import time:       190 |        534 |                   opcode
import time:       372 |        906 |                 dis
import time:       739 |       2214 |               inspect
import time:       406 |       2619 |             shibokensupport.feature
import time:      1961 |       1961 |             shibokensupport.signature.mapping
import time:       434 |        434 |             shibokensupport.signature.errorhandler
import time:        30 |         30 |                   shibokensupport.signature.lib
import time:       232 |        262 |                 shibokensupport.signature.lib.tool
import time:      3264 |       3525 |               shibokensupport.signature.parser
import time:       995 |       4520 |             shibokensupport.signature.layout
import time:       194 |        194 |               PySide6.support
import time:        83 |         83 |               PySide6.support.deprecated
import time:       112 |        388 |             shibokensupport.signature.importhandler
import time:      1036 |       1036 |             shibokensupport.signature.lib.enum_sig
import time:       316 |        316 |                 gettext
import time:       508 |        824 |               argparse
import time:        12 |         12 |                   _string
import time:       216 |        228 |                 string
import time:        59 |         59 |                 atexit
import time:       634 |        920 |               logging
import time:      4635 |       6379 |             shibokensupport.signature.lib.pyi_generator
import time:       355 |      17689 |           shibokensupport.signature.loader
import time:      2117 |      20054 |         shiboken6.Shiboken
import time:       100 |      27114 |       shiboken6
import time:       225 |      29640 |     PySide6
import time:     10399 |      40038 |   PySide6.QtCore
import time:      3910 |       3910 |   PySide6.QtGui
import time:      3506 |       3506 |   PySide6.QtWidgets
import time:       445 |        445 |         _csv
import time:       274 |        718 |       csv
import time:       113 |        113 |       email
import time:        98 |         98 |           quopri
import time:       609 |        609 |               _socket
import time:       487 |        487 |                 select
import time:       349 |        836 |               selectors
import time:       481 |        481 |               array
import time:       577 |       2501 |             socket
import time:       496 |        496 |               _datetime
import time:        82 |        578 |             datetime
import time:        28 |         28 |                   _locale
import time:       646 |        674 |                 locale
import time:       876 |       1549 |               calendar
import time:       195 |       1744 |             email._parseaddr
import time:       137 |        137 |               email.base64mime
import time:       161 |        161 |               email.quoprimime
import time:       243 |        243 |               email.errors
import time:        63 |         63 |               email.encoders
import time:       311 |        913 |             email.charset
import time:      1183 |       6916 |           email.utils
import time:       409 |        409 |             email.header
import time:       357 |        766 |           email._policybase
import time:       111 |        111 |           email._encoded_words
import time:        67 |         67 |           email.iterators
import time:      1072 |       9028 |         email.message
import time:        64 |         64 |           importlib.metadata._functools
import time:       262 |        325 |         importlib.metadata._text
import time:       376 |       9728 |       importlib.metadata._adapters
import time:       541 |        541 |       importlib.metadata._meta
import time:       133 |        133 |       importlib.metadata._collections
import time:        65 |         65 |       importlib.metadata._itertools
import time:       159 |        159 |             importlib.resources.abc
import time:       203 |        203 |             importlib.resources._adapters
import time:       811 |       1172 |           importlib.resources._common
import time:       135 |        135 |           importlib.resources._legacy
import time:       263 |       1569 |         importlib.resources
import time:      1055 |       2624 |       importlib.abc
import time:      2584 |      16503 |     importlib.metadata
import time:       213 |        213 |       email.feedparser
import time:       193 |        406 |     email.parser
import time:        32 |         32 |         _wmi
import time:       231 |        262 |       platform
import time:        82 |         82 |         packaging
import time:       789 |        870 |       packaging.version
import time:      2668 |       2668 |         PySide6.QtDataVisualization
import time:       232 |       2900 |       qtpy.QtDataVisualization
import time:       487 |       4517 |     qtpy
import time:        70 |         70 |       qtpy._utils
import time:      6241 |       6310 |     qtpy.QtCore
import time:        97 |         97 |         numpy.version
import time:        66 |         66 |         numpy._expired_attrs_2_0
import time:        74 |         74 |             numpy._utils._convertions
import time:        93 |        166 |           numpy._utils
import time:       143 |        308 |         numpy._globals
import time:        12 |         12 |           numpy._distributor_init_local
import time:        58 |         69 |         numpy._distributor_init
import time:       106 |        106 |                   numpy.exceptions
import time:       134 |        134 |                   numpy._core._exceptions
import time:       508 |        508 |                       _contextvars
import time:        74 |        581 |                     contextvars
import time:       101 |        681 |                   numpy._core.printoptions
import time:        48 |         48 |                   numpy.dtypes
import time:      2608 |       3576 |                 numpy._core._multiarray_umath
import time:        67 |         67 |                   numpy._utils._inspect
import time:       183 |        249 |                 numpy._core.overrides
import time:       712 |       4536 |               numpy._core.multiarray
import time:        89 |         89 |               numpy._core.umath
import time:       181 |        181 |                 numbers
import time:        78 |         78 |                 numpy._core._dtype
import time:        57 |         57 |                 numpy._core._string_helpers
import time:       119 |        119 |                 numpy._core._type_aliases
import time:       474 |        907 |               numpy._core.numerictypes
import time:       113 |        113 |                           _compat_pickle
import time:       633 |        633 |                           _pickle
import time:       589 |       1335 |                         pickle
import time:       258 |       1592 |                       numpy._core._methods
import time:       310 |       1901 |                     numpy._core.fromnumeric
import time:       125 |       2026 |                   numpy._core.shape_base
import time:       129 |        129 |                   numpy._core._ufunc_config
import time:        65 |         65 |                   numpy._core._asarray
import time:       730 |        730 |                   numpy._core.arrayprint
import time:       650 |       3598 |                 numpy._core.numeric
import time:       138 |       3736 |               numpy._core.einsumfunc
import time:       104 |        104 |               numpy._core.function_base
import time:       167 |        167 |               numpy._core.getlimits
import time:        86 |         86 |               numpy._core.memmap
import time:       140 |        140 |               numpy._core.records
import time:      2487 |       2487 |               numpy._core._add_newdocs
import time:       310 |        310 |               numpy._core._add_newdocs_scalars
import time:        62 |         62 |               numpy._core._dtype_ctypes
import time:       679 |        679 |                   _ctypes
import time:       201 |        201 |                   ctypes._endian
import time:       447 |       1326 |                 ctypes
import time:       441 |       1767 |               numpy._core._internal
import time:        99 |         99 |               numpy._pytesttester
import time:       881 |      15367 |             numpy._core
import time:         9 |      15375 |           numpy._core._multiarray_umath
import time:       131 |      15506 |         numpy.__config__
import time:       104 |        104 |                           numpy._typing._nbit_base
import time:       151 |        151 |                           numpy._typing._nested_sequence
import time:        58 |         58 |                           numpy._typing._shape
import time:       806 |       1118 |                         numpy._typing._array_like
import time:       941 |        941 |                         numpy._typing._char_codes
import time:       750 |        750 |                         numpy._typing._dtype_like
import time:        55 |         55 |                         numpy._typing._nbit
import time:        60 |         60 |                         numpy._typing._scalars
import time:        46 |         46 |                         numpy._typing._ufunc
import time:       365 |       3332 |                       numpy._typing
import time:        93 |         93 |                         numpy.lib._stride_tricks_impl
import time:       208 |        301 |                       numpy.lib._twodim_base_impl
import time:        56 |         56 |                         numpy.lib._array_utils_impl
import time:        96 |        152 |                       numpy.lib.array_utils
import time:       815 |        815 |                       numpy.linalg._umath_linalg
import time:       761 |       5358 |                     numpy.linalg._linalg
import time:       339 |       5697 |                   numpy.linalg
import time:       137 |       5834 |                 numpy.matrixlib.defmatrix
import time:       189 |       6023 |               numpy.matrixlib
import time:       112 |        112 |                 numpy.lib._histograms_impl
import time:       516 |        628 |               numpy.lib._function_base_impl
import time:       543 |       7192 |             numpy.lib._index_tricks_impl
import time:       245 |       7437 |           numpy.lib._arraypad_impl
import time:       301 |        301 |           numpy.lib._arraysetops_impl
import time:        75 |         75 |           numpy.lib._arrayterator_impl
import time:       221 |        221 |           numpy.lib._nanfunctions_impl
import time:        98 |         98 |                 numpy.lib._utils_impl
import time:       189 |        287 |               numpy.lib._format_impl
import time:       149 |        436 |             numpy.lib.format
import time:       143 |        143 |             numpy.lib._datasource
import time:       151 |        151 |             numpy.lib._iotools
import time:       415 |       1143 |           numpy.lib._npyio_impl
import time:        78 |         78 |               numpy.lib._ufunclike_impl
import time:       152 |        229 |             numpy.lib._type_check_impl
import time:       276 |        505 |           numpy.lib._polynomial_impl
import time:       198 |        198 |           numpy.lib._shape_base_impl
import time:        71 |         71 |           numpy.lib._version
import time:        56 |         56 |           numpy.lib.introspect
import time:        84 |         84 |           numpy.lib.mixins
import time:       243 |        243 |           numpy.lib.npyio
import time:       103 |        103 |             numpy.lib._scimath_impl
import time:       119 |        222 |           numpy.lib.scimath
import time:        52 |         52 |           numpy.lib.stride_tricks
import time:       253 |      10853 |         numpy.lib
import time:        68 |         68 |         numpy._array_api_info
import time:      1519 |      28482 |       numpy
import time:       826 |        826 |             typing_extensions
import time:        60 |         60 |             pyvista._version
import time:        67 |         67 |             pyvista._warn_external
import time:       495 |       1446 |           pyvista._deprecate_positional_args
import time:       255 |       1701 |         pyvista._plot
import time:       295 |        295 |               pyvista._vtk
import time:       176 |        176 |                   numpy._typing._add_docstring
import time:       109 |        284 |                 numpy.typing
import time:       247 |        530 |               pyvista.core._typing_core._array_like
import time:      7814 |       7814 |               vtkmodules.vtkCommonCore
import time:        61 |         61 |               vtkmodules.numpy_interface
import time:        68 |         68 |                   vtkmodules.util.vtkConstants
import time:       139 |        207 |                 vtkmodules.util.numpy_support
import time:      1506 |       1712 |               vtkmodules.numpy_interface.dataset_adapter
import time:      1512 |       1512 |                   vtkmodules.vtkCommonSystem
import time:      5874 |       7386 |                 vtkmodules.vtkParallelCore
import time:       152 |       7537 |               vtkmodules.util.pickle_support
import time:     25660 |      43606 |             pyvista.core._typing_core._aliases
import time:       120 |        120 |             pyvista.core._typing_core._dataset_types
import time:       211 |      43936 |           pyvista.core._typing_core
import time:       100 |        100 |               pyvista.core.config
import time:       264 |        364 |             pyvista.core._vtk_utilities
import time:      1782 |       1782 |             pyvista.core.celltype
import time:        58 |         58 |                 pyvista.typing
import time:       146 |        203 |               pyvista.typing.mypy_plugin
import time:        99 |         99 |                 copy
import time:       292 |        292 |                       pyvista.core.utilities.accessor_registry
import time:       922 |        922 |                               _json
import time:       191 |       1112 |                             json.scanner
import time:       263 |       1374 |                           json.decoder
import time:       176 |        176 |                           json.encoder
import time:      1413 |       2962 |                         json
import time:       168 |        168 |                         pyvista.core.errors
import time:       358 |       3488 |                       pyvista.core.utilities.arrays
import time:       121 |        121 |                       pyvista.core.utilities.cells
import time:        65 |         65 |                               pyvista.core._validation._cast_array
import time:       309 |        373 |                             pyvista.core._validation.check
import time:       166 |        166 |                             pyvista.core._validation.validate
import time:       334 |        872 |                           pyvista.core._validation
import time:       485 |        485 |                             pyvista.core.utilities.misc
import time:       194 |        679 |                           pyvista.core.utilities.transformations
import time:       224 |        224 |                               signal
import time:       341 |        564 |                             pyvista.core.utilities.observers
import time:       546 |       1110 |                           pyvista.core.utilities.fileio
import time:       456 |       3115 |                         pyvista.core.utilities.helpers
import time:       243 |       3358 |                       pyvista.core.utilities.features
import time:      7847 |       7847 |                         pyvista.core.utilities.geometric_sources
import time:       695 |       8541 |                       pyvista.core.utilities.geometric_objects
import time:      2575 |       2575 |                       pyvista.core.utilities.image_sources
import time:       128 |        128 |                             shlex
import time:      2118 |       2118 |                                 _hashlib
import time:      1043 |       1043 |                                 _blake2
import time:       132 |       3293 |                               hashlib
import time:        34 |         34 |                               xxhash
import time:       132 |       3459 |                             pooch.hashes
import time:       149 |        149 |                                 platformdirs.api
import time:        48 |         48 |                                 platformdirs.version
import time:        87 |         87 |                                   platformdirs._xdg
import time:       149 |        235 |                                 platformdirs.macos
import time:       345 |        776 |                               platformdirs
import time:       159 |        159 |                               pooch.typing
import time:       285 |       1218 |                             pooch.utils
import time:      1727 |       1727 |                                   _ssl
import time:       855 |       2581 |                                 ssl
import time:       341 |       2922 |                               ftplib
import time:        57 |         57 |                               pooch._version
import time:        30 |         30 |                                 tqdm
import time:         7 |         37 |                               tqdm.auto
import time:        33 |         33 |                               paramiko
import time:       330 |       3376 |                             pooch.downloaders
import time:       481 |       8660 |                           pooch.core
import time:       226 |        226 |                             gzip
import time:        20 |         20 |                               pwd
import time:      1064 |       1064 |                               grp
import time:       593 |       1677 |                             tarfile
import time:       533 |       2435 |                           pooch.processors
import time:       292 |      11385 |                         pooch
import time:        64 |         64 |                         pyvista.core.utilities._registry_helpers
import time:       256 |        256 |                           dataclasses
import time:        70 |         70 |                             xml
import time:        98 |        168 |                           xml.etree
import time:       192 |        192 |                             xml.etree.ElementPath
import time:      1148 |       1148 |                               pyexpat
import time:      1169 |       2316 |                             _elementtree
import time:       418 |       2925 |                           xml.etree.ElementTree
import time:       813 |        813 |                           pyvista.core.utilities._frd
import time:      2071 |       6231 |                         pyvista.core.utilities.reader
import time:       750 |      18428 |                       pyvista.core.utilities.reader_registry
import time:       201 |        201 |                       pyvista.core.utilities.writer_registry
import time:        15 |         15 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        12 |         12 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
